"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"ui","5","0xa841f8","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[55]","",""
"ui","5","0xa841fc","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[56]","",""
"ui","5","0xa84200","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[57]","",""
"ui","5","0xa84204","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[58]","",""
"ui","5","0xa84208","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[59]","",""
"ui","5","0xa8420c","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[60]","",""
"ui","5","0xa84210","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[61]","",""
"ui","5","0xa84214","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[62]","",""
"ui","5","0xa84218","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].by_material[63]","",""
"ui","4","0xa8421c","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].no_material","",""
"ui","4","0xa84220","0x4","int32_t","ui.tasks.recent_jobs[CollectSand].total","",""
"ui","4","0xa84224","0x100","static-array","ui.tasks.recent_jobs[Fish].by_material","int32_t",""
"ui","5","0xa84224","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[WOOD]","",""
"ui","5","0xa84228","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[STONE_GRAY]","",""
"ui","5","0xa8422c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[STONE_LIGHT]","",""
"ui","5","0xa84230","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[STONE_DARK]","",""
"ui","5","0xa84234","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GOLD]","",""
"ui","5","0xa84238","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[IRON]","",""
"ui","5","0xa8423c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SILVER]","",""
"ui","5","0xa84240","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[COPPER]","",""
"ui","5","0xa84244","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GEM_ORNAMENTAL]","",""
"ui","5","0xa84248","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GEM_SEMI]","",""
"ui","5","0xa8424c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GEM_PRECIOUS]","",""
"ui","5","0xa84250","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GEM_RARE]","",""
"ui","5","0xa84254","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[BONE]","",""
"ui","5","0xa84258","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[IVORY]","",""
"ui","5","0xa8425c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[JADE]","",""
"ui","5","0xa84260","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[HORN]","",""
"ui","5","0xa84264","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[AMBER]","",""
"ui","5","0xa84268","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[CORAL]","",""
"ui","5","0xa8426c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[PEARL]","",""
"ui","5","0xa84270","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SHELL]","",""
"ui","5","0xa84274","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[LEATHER]","",""
"ui","5","0xa84278","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[ADAMANTINE]","",""
"ui","5","0xa8427c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SILK]","",""
"ui","5","0xa84280","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[PLANT]","",""
"ui","5","0xa84284","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GLASS_GREEN]","",""
"ui","5","0xa84288","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GLASS_CLEAR]","",""
"ui","5","0xa8428c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[GLASS_CRYSTAL]","",""
"ui","5","0xa84290","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SAND]","",""
"ui","5","0xa84294","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[WATER]","",""
"ui","5","0xa84298","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[ZINC]","",""
"ui","5","0xa8429c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[TIN]","",""
"ui","5","0xa842a0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[COAL]","",""
"ui","5","0xa842a4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[BRONZE]","",""
"ui","5","0xa842a8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[BRASS]","",""
"ui","5","0xa842ac","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[STEEL]","",""
"ui","5","0xa842b0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[PIGIRON]","",""
"ui","5","0xa842b4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[PLATINUM]","",""
"ui","5","0xa842b8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[ELECTRUM]","",""
"ui","5","0xa842bc","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[POTASH]","",""
"ui","5","0xa842c0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[ASH]","",""
"ui","5","0xa842c4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[PEARLASH]","",""
"ui","5","0xa842c8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[LYE]","",""
"ui","5","0xa842cc","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[RENDERED_FAT]","",""
"ui","5","0xa842d0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SOAP_ANIMAL]","",""
"ui","5","0xa842d4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[FAT]","",""
"ui","5","0xa842d8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[MUD]","",""
"ui","5","0xa842dc","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[VOMIT]","",""
"ui","5","0xa842e0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[BLOOD]","",""
"ui","5","0xa842e4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[SLIME]","",""
"ui","5","0xa842e8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[49]","",""
"ui","5","0xa842ec","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[50]","",""
"ui","5","0xa842f0","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[51]","",""
"ui","5","0xa842f4","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[52]","",""
"ui","5","0xa842f8","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[53]","",""
"ui","5","0xa842fc","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[54]","",""
"ui","5","0xa84300","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[55]","",""
"ui","5","0xa84304","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[56]","",""
"ui","5","0xa84308","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[57]","",""
"ui","5","0xa8430c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[58]","",""
"ui","5","0xa84310","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[59]","",""
"ui","5","0xa84314","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[60]","",""
"ui","5","0xa84318","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[61]","",""
"ui","5","0xa8431c","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[62]","",""
"ui","5","0xa84320","0x4","int32_t","ui.tasks.recent_jobs[Fish].by_material[63]","",""
"ui","4","0xa84324","0x4","int32_t","ui.tasks.recent_jobs[Fish].no_material","",""
"ui","4","0xa84328","0x4","int32_t","ui.tasks.recent_jobs[Fish].total","",""
"ui","4","0xa8432c","0x100","static-array","ui.tasks.recent_jobs[Hunt].by_material","int32_t",""
"ui","5","0xa8432c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[WOOD]","",""
"ui","5","0xa84330","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[STONE_GRAY]","",""
"ui","5","0xa84334","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[STONE_LIGHT]","",""
"ui","5","0xa84338","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[STONE_DARK]","",""
"ui","5","0xa8433c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GOLD]","",""
"ui","5","0xa84340","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[IRON]","",""
"ui","5","0xa84344","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SILVER]","",""
"ui","5","0xa84348","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[COPPER]","",""
"ui","5","0xa8434c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GEM_ORNAMENTAL]","",""
"ui","5","0xa84350","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GEM_SEMI]","",""
"ui","5","0xa84354","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GEM_PRECIOUS]","",""
"ui","5","0xa84358","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GEM_RARE]","",""
"ui","5","0xa8435c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[BONE]","",""
"ui","5","0xa84360","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[IVORY]","",""
"ui","5","0xa84364","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[JADE]","",""
"ui","5","0xa84368","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[HORN]","",""
"ui","5","0xa8436c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[AMBER]","",""
"ui","5","0xa84370","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[CORAL]","",""
"ui","5","0xa84374","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[PEARL]","",""
"ui","5","0xa84378","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SHELL]","",""
"ui","5","0xa8437c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[LEATHER]","",""
"ui","5","0xa84380","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[ADAMANTINE]","",""
"ui","5","0xa84384","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SILK]","",""
"ui","5","0xa84388","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[PLANT]","",""
"ui","5","0xa8438c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GLASS_GREEN]","",""
"ui","5","0xa84390","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GLASS_CLEAR]","",""
"ui","5","0xa84394","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[GLASS_CRYSTAL]","",""
"ui","5","0xa84398","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SAND]","",""
"ui","5","0xa8439c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[WATER]","",""
"ui","5","0xa843a0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[ZINC]","",""
"ui","5","0xa843a4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[TIN]","",""
"ui","5","0xa843a8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[COAL]","",""
"ui","5","0xa843ac","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[BRONZE]","",""
"ui","5","0xa843b0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[BRASS]","",""
"ui","5","0xa843b4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[STEEL]","",""
"ui","5","0xa843b8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[PIGIRON]","",""
"ui","5","0xa843bc","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[PLATINUM]","",""
"ui","5","0xa843c0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[ELECTRUM]","",""
"ui","5","0xa843c4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[POTASH]","",""
"ui","5","0xa843c8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[ASH]","",""
"ui","5","0xa843cc","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[PEARLASH]","",""
"ui","5","0xa843d0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[LYE]","",""
"ui","5","0xa843d4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[RENDERED_FAT]","",""
"ui","5","0xa843d8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SOAP_ANIMAL]","",""
"ui","5","0xa843dc","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[FAT]","",""
"ui","5","0xa843e0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[MUD]","",""
"ui","5","0xa843e4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[VOMIT]","",""
"ui","5","0xa843e8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[BLOOD]","",""
"ui","5","0xa843ec","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[SLIME]","",""
"ui","5","0xa843f0","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[49]","",""
"ui","5","0xa843f4","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[50]","",""
"ui","5","0xa843f8","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[51]","",""
"ui","5","0xa843fc","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[52]","",""
"ui","5","0xa84400","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[53]","",""
"ui","5","0xa84404","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[54]","",""
"ui","5","0xa84408","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[55]","",""
"ui","5","0xa8440c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[56]","",""
"ui","5","0xa84410","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[57]","",""
"ui","5","0xa84414","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[58]","",""
"ui","5","0xa84418","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[59]","",""
"ui","5","0xa8441c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[60]","",""
"ui","5","0xa84420","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[61]","",""
"ui","5","0xa84424","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[62]","",""
"ui","5","0xa84428","0x4","int32_t","ui.tasks.recent_jobs[Hunt].by_material[63]","",""
"ui","4","0xa8442c","0x4","int32_t","ui.tasks.recent_jobs[Hunt].no_material","",""
"ui","4","0xa84430","0x4","int32_t","ui.tasks.recent_jobs[Hunt].total","",""
"ui","4","0xa84434","0x100","static-array","ui.tasks.recent_jobs[HuntVermin].by_material","int32_t",""
"ui","5","0xa84434","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[WOOD]","",""
"ui","5","0xa84438","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[STONE_GRAY]","",""
"ui","5","0xa8443c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[STONE_LIGHT]","",""
"ui","5","0xa84440","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[STONE_DARK]","",""
"ui","5","0xa84444","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GOLD]","",""
"ui","5","0xa84448","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[IRON]","",""
"ui","5","0xa8444c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SILVER]","",""
"ui","5","0xa84450","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[COPPER]","",""
"ui","5","0xa84454","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GEM_ORNAMENTAL]","",""
"ui","5","0xa84458","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GEM_SEMI]","",""
"ui","5","0xa8445c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GEM_PRECIOUS]","",""
"ui","5","0xa84460","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GEM_RARE]","",""
"ui","5","0xa84464","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[BONE]","",""
"ui","5","0xa84468","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[IVORY]","",""
"ui","5","0xa8446c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[JADE]","",""
"ui","5","0xa84470","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[HORN]","",""
"ui","5","0xa84474","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[AMBER]","",""
"ui","5","0xa84478","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[CORAL]","",""
"ui","5","0xa8447c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[PEARL]","",""
"ui","5","0xa84480","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SHELL]","",""
"ui","5","0xa84484","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[LEATHER]","",""
"ui","5","0xa84488","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[ADAMANTINE]","",""
"ui","5","0xa8448c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SILK]","",""
"ui","5","0xa84490","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[PLANT]","",""
"ui","5","0xa84494","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GLASS_GREEN]","",""
"ui","5","0xa84498","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GLASS_CLEAR]","",""
"ui","5","0xa8449c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[GLASS_CRYSTAL]","",""
"ui","5","0xa844a0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SAND]","",""
"ui","5","0xa844a4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[WATER]","",""
"ui","5","0xa844a8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[ZINC]","",""
"ui","5","0xa844ac","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[TIN]","",""
"ui","5","0xa844b0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[COAL]","",""
"ui","5","0xa844b4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[BRONZE]","",""
"ui","5","0xa844b8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[BRASS]","",""
"ui","5","0xa844bc","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[STEEL]","",""
"ui","5","0xa844c0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[PIGIRON]","",""
"ui","5","0xa844c4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[PLATINUM]","",""
"ui","5","0xa844c8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[ELECTRUM]","",""
"ui","5","0xa844cc","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[POTASH]","",""
"ui","5","0xa844d0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[ASH]","",""
"ui","5","0xa844d4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[PEARLASH]","",""
"ui","5","0xa844d8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[LYE]","",""
"ui","5","0xa844dc","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[RENDERED_FAT]","",""
"ui","5","0xa844e0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SOAP_ANIMAL]","",""
"ui","5","0xa844e4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[FAT]","",""
"ui","5","0xa844e8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[MUD]","",""
"ui","5","0xa844ec","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[VOMIT]","",""
"ui","5","0xa844f0","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[BLOOD]","",""
"ui","5","0xa844f4","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[SLIME]","",""
"ui","5","0xa844f8","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[49]","",""
"ui","5","0xa844fc","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[50]","",""
"ui","5","0xa84500","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[51]","",""
"ui","5","0xa84504","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[52]","",""
"ui","5","0xa84508","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[53]","",""
"ui","5","0xa8450c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[54]","",""
"ui","5","0xa84510","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[55]","",""
"ui","5","0xa84514","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[56]","",""
"ui","5","0xa84518","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[57]","",""
"ui","5","0xa8451c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[58]","",""
"ui","5","0xa84520","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[59]","",""
"ui","5","0xa84524","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[60]","",""
"ui","5","0xa84528","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[61]","",""
"ui","5","0xa8452c","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[62]","",""
"ui","5","0xa84530","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].by_material[63]","",""
"ui","4","0xa84534","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].no_material","",""
"ui","4","0xa84538","0x4","int32_t","ui.tasks.recent_jobs[HuntVermin].total","",""
"ui","4","0xa8453c","0x100","static-array","ui.tasks.recent_jobs[Kidnap].by_material","int32_t",""
"ui","5","0xa8453c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[WOOD]","",""
"ui","5","0xa84540","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[STONE_GRAY]","",""
"ui","5","0xa84544","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[STONE_LIGHT]","",""
"ui","5","0xa84548","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[STONE_DARK]","",""
"ui","5","0xa8454c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GOLD]","",""
"ui","5","0xa84550","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[IRON]","",""
"ui","5","0xa84554","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[SILVER]","",""
"ui","5","0xa84558","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[COPPER]","",""
"ui","5","0xa8455c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GEM_ORNAMENTAL]","",""
"ui","5","0xa84560","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GEM_SEMI]","",""
"ui","5","0xa84564","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GEM_PRECIOUS]","",""
"ui","5","0xa84568","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GEM_RARE]","",""
"ui","5","0xa8456c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[BONE]","",""
"ui","5","0xa84570","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[IVORY]","",""
"ui","5","0xa84574","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[JADE]","",""
"ui","5","0xa84578","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[HORN]","",""
"ui","5","0xa8457c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[AMBER]","",""
"ui","5","0xa84580","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[CORAL]","",""
"ui","5","0xa84584","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[PEARL]","",""
"ui","5","0xa84588","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[SHELL]","",""
"ui","5","0xa8458c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[LEATHER]","",""
"ui","5","0xa84590","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[ADAMANTINE]","",""
"ui","5","0xa84594","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[SILK]","",""
"ui","5","0xa84598","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[PLANT]","",""
"ui","5","0xa8459c","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GLASS_GREEN]","",""
"ui","5","0xa845a0","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GLASS_CLEAR]","",""
"ui","5","0xa845a4","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[GLASS_CRYSTAL]","",""
"ui","5","0xa845a8","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[SAND]","",""
"ui","5","0xa845ac","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[WATER]","",""
"ui","5","0xa845b0","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[ZINC]","",""
"ui","5","0xa845b4","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[TIN]","",""
"ui","5","0xa845b8","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[COAL]","",""
"ui","5","0xa845bc","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[BRONZE]","",""
"ui","5","0xa845c0","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[BRASS]","",""
"ui","5","0xa845c4","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[STEEL]","",""
"ui","5","0xa845c8","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[PIGIRON]","",""
"ui","5","0xa845cc","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[PLATINUM]","",""
"ui","5","0xa845d0","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[ELECTRUM]","",""
"ui","5","0xa845d4","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[POTASH]","",""
"ui","5","0xa845d8","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[ASH]","",""
"ui","5","0xa845dc","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[PEARLASH]","",""
"ui","5","0xa845e0","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[LYE]","",""
"ui","5","0xa845e4","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[RENDERED_FAT]","",""
"ui","5","0xa845e8","0x4","int32_t","ui.tasks.recent_jobs[Kidnap].by_material[SOAP_ANIMAL]","",""
